STAT_ID,BAN,TAMBON,DISTRICT,PROVINCE,UTM_E,UTM_N,YEAR,DATE,VALUE
BKT-0205,บ่อหลวง,บ่อเกลือใต้,บ่อเกลือ,น่าน,726815,2118657,2558,1/10/2021,22.4
BKT-0205,บ่อหลวง,บ่อเกลือใต้,บ่อเกลือ,น่าน,726815,2118657,2558,2/10/2021,2.6
BKT-0205,บ่อหลวง,บ่อเกลือใต้,บ่อเกลือ,น่าน,726815,2118657,2558,3/10/2021,0.4
BKT-0205,บ่อหลวง,บ่อเกลือใต้,บ่อเกลือ,น่าน,726815,2118657,2558,4/10/2021,0.2
BKT-0205,บ่อหลวง,บ่อเกลือใต้,บ่อเกลือ,น่าน,726815,2118657,2558,5/10/2021,2.6
BKT-0205,บ่อหลวง,บ่อเกลือใต้,บ่อเกลือ,น่าน,726815,2118657,2558,6/10/2021,3
BKT-0205,บ่อหลวง,บ่อเกลือใต้,บ่อเกลือ,น่าน,726815,2118657,2558,7/10/2021,0.2
BKT-0205,บ่อหลวง,บ่อเกลือใต้,บ่อเกลือ,น่าน,726815,2118657,2558,8/10/2021,0.2
BKT-0205,บ่อหลวง,บ่อเกลือใต้,บ่อเกลือ,น่าน,726815,2118657,2558,9/10/2021,0.2
BKT-0205,บ่อหลวง,บ่อเกลือใต้,บ่อเกลือ,น่าน,726815,2118657,2558,10/10/2021,3.8
BKT-0205,บ่อหลวง,บ่อเกลือใต้,บ่อเกลือ,น่าน,726815,2118657,2558,11/10/2021,7.2
BKT-0205,บ่อหลวง,บ่อเกลือใต้,บ่อเกลือ,น่าน,726815,2118657,2558,12/10/2021,13.8
BKT-0205,บ่อหลวง,บ่อเกลือใต้,บ่อเกลือ,น่าน,726815,2118657,2558,13/10/2021,0.2
BKT-0205,บ่อหลวง,บ่อเกลือใต้,บ่อเกลือ,น่าน,726815,2118657,2558,14/10/2021,7.6
BKT-0205,บ่อหลวง,บ่อเกลือใต้,บ่อเกลือ,น่าน,726815,2118657,2558,15/10/2021,0.4
BKT-0205,บ่อหลวง,บ่อเกลือใต้,บ่อเกลือ,น่าน,726815,2118657,2558,16/10/2021,0
BKT-0205,บ่อหลวง,บ่อเกลือใต้,บ่อเกลือ,น่าน,726815,2118657,2558,17/10/2021,0
BKT-0205,บ่อหลวง,บ่อเกลือใต้,บ่อเกลือ,น่าน,726815,2118657,2558,18/10/2021,1.8
BKT-0205,บ่อหลวง,บ่อเกลือใต้,บ่อเกลือ,น่าน,726815,2118657,2558,19/10/2021,0.2
BKT-0205,บ่อหลวง,บ่อเกลือใต้,บ่อเกลือ,น่าน,726815,2118657,2558,20/10/2021,0.2
BKT-0205,บ่อหลวง,บ่อเกลือใต้,บ่อเกลือ,น่าน,726815,2118657,2558,21/10/2021,0.2
BKT-0205,บ่อหลวง,บ่อเกลือใต้,บ่อเกลือ,น่าน,726815,2118657,2558,22/10/2021,2.4
BKT-0205,บ่อหลวง,บ่อเกลือใต้,บ่อเกลือ,น่าน,726815,2118657,2558,23/10/2021,0.2
BKT-0205,บ่อหลวง,บ่อเกลือใต้,บ่อเกลือ,น่าน,726815,2118657,2558,24/10/2021,2
BKT-0205,บ่อหลวง,บ่อเกลือใต้,บ่อเกลือ,น่าน,726815,2118657,2558,25/10/2021,9
BKT-0205,บ่อหลวง,บ่อเกลือใต้,บ่อเกลือ,น่าน,726815,2118657,2558,26/10/2021,0.2
BKT-0205,บ่อหลวง,บ่อเกลือใต้,บ่อเกลือ,น่าน,726815,2118657,2558,27/10/2021,0.2
BKT-0205,บ่อหลวง,บ่อเกลือใต้,บ่อเกลือ,น่าน,726815,2118657,2558,28/10/2021,0.2
BKT-0205,บ่อหลวง,บ่อเกลือใต้,บ่อเกลือ,น่าน,726815,2118657,2558,29/10/2021,0
BKT-0205,บ่อหลวง,บ่อเกลือใต้,บ่อเกลือ,น่าน,726815,2118657,2558,30/10/2021,12.4
BKT-0205,บ่อหลวง,บ่อเกลือใต้,บ่อเกลือ,น่าน,726815,2118657,2558,31/10/2021,0.8
PF1-0205,นากอก,ภูฟ้า,บ่อเกลือ,น่าน,728778,2106209,2558,1/10/2021,0
PF1-0205,นากอก,ภูฟ้า,บ่อเกลือ,น่าน,728778,2106209,2558,2/10/2021,0
PF1-0205,นากอก,ภูฟ้า,บ่อเกลือ,น่าน,728778,2106209,2558,3/10/2021,35.8
PF1-0205,นากอก,ภูฟ้า,บ่อเกลือ,น่าน,728778,2106209,2558,4/10/2021,0
PF1-0205,นากอก,ภูฟ้า,บ่อเกลือ,น่าน,728778,2106209,2558,5/10/2021,0
PF1-0205,นากอก,ภูฟ้า,บ่อเกลือ,น่าน,728778,2106209,2558,6/10/2021,0.8
PF1-0205,นากอก,ภูฟ้า,บ่อเกลือ,น่าน,728778,2106209,2558,7/10/2021,0.2
PF1-0205,นากอก,ภูฟ้า,บ่อเกลือ,น่าน,728778,2106209,2558,8/10/2021,0
PF1-0205,นากอก,ภูฟ้า,บ่อเกลือ,น่าน,728778,2106209,2558,9/10/2021,2.4
PF1-0205,นากอก,ภูฟ้า,บ่อเกลือ,น่าน,728778,2106209,2558,10/10/2021,11.6
PF1-0205,นากอก,ภูฟ้า,บ่อเกลือ,น่าน,728778,2106209,2558,11/10/2021,7.8
PF1-0205,นากอก,ภูฟ้า,บ่อเกลือ,น่าน,728778,2106209,2558,12/10/2021,18
PF1-0205,นากอก,ภูฟ้า,บ่อเกลือ,น่าน,728778,2106209,2558,13/10/2021,0
PF1-0205,นากอก,ภูฟ้า,บ่อเกลือ,น่าน,728778,2106209,2558,14/10/2021,6
PF1-0205,นากอก,ภูฟ้า,บ่อเกลือ,น่าน,728778,2106209,2558,15/10/2021,0
PF1-0205,นากอก,ภูฟ้า,บ่อเกลือ,น่าน,728778,2106209,2558,16/10/2021,0.8
PF1-0205,นากอก,ภูฟ้า,บ่อเกลือ,น่าน,728778,2106209,2558,17/10/2021,0
PF1-0205,นากอก,ภูฟ้า,บ่อเกลือ,น่าน,728778,2106209,2558,18/10/2021,1.8
PF1-0205,นากอก,ภูฟ้า,บ่อเกลือ,น่าน,728778,2106209,2558,19/10/2021,0
PF1-0205,นากอก,ภูฟ้า,บ่อเกลือ,น่าน,728778,2106209,2558,20/10/2021,0
PF1-0205,นากอก,ภูฟ้า,บ่อเกลือ,น่าน,728778,2106209,2558,21/10/2021,0.2
PF1-0205,นากอก,ภูฟ้า,บ่อเกลือ,น่าน,728778,2106209,2558,22/10/2021,5.2
PF1-0205,นากอก,ภูฟ้า,บ่อเกลือ,น่าน,728778,2106209,2558,23/10/2021,0
PF1-0205,นากอก,ภูฟ้า,บ่อเกลือ,น่าน,728778,2106209,2558,24/10/2021,0
PF1-0205,นากอก,ภูฟ้า,บ่อเกลือ,น่าน,728778,2106209,2558,25/10/2021,0
PF1-0205,นากอก,ภูฟ้า,บ่อเกลือ,น่าน,728778,2106209,2558,26/10/2021,19.6
PF1-0205,นากอก,ภูฟ้า,บ่อเกลือ,น่าน,728778,2106209,2558,27/10/2021,0.2
PF1-0205,นากอก,ภูฟ้า,บ่อเกลือ,น่าน,728778,2106209,2558,28/10/2021,0
PF1-0205,นากอก,ภูฟ้า,บ่อเกลือ,น่าน,728778,2106209,2558,29/10/2021,0
PF1-0205,นากอก,ภูฟ้า,บ่อเกลือ,น่าน,728778,2106209,2558,30/10/2021,18.8
PF1-0205,นากอก,ภูฟ้า,บ่อเกลือ,น่าน,728778,2106209,2558,31/10/2021,25.6
PMP-0105,สบป่อง ,สบป่อง ,ปางมะผ้า ,แม่ฮ่องสอน,421122,2158651,2564,26/10/2021,0.4
PMP-0105,สบป่อง ,สบป่อง ,ปางมะผ้า ,แม่ฮ่องสอน,421122,2158651,2564,27/10/2021,17
PMP-0105,สบป่อง ,สบป่อง ,ปางมะผ้า ,แม่ฮ่องสอน,421122,2158651,2564,28/10/2021,2.2
PMP-0105,สบป่อง ,สบป่อง ,ปางมะผ้า ,แม่ฮ่องสอน,421122,2158651,2564,29/10/2021,0
PMP-0105,สบป่อง ,สบป่อง ,ปางมะผ้า ,แม่ฮ่องสอน,421122,2158651,2564,30/10/2021,0.4
PMP-0105,สบป่อง ,สบป่อง ,ปางมะผ้า ,แม่ฮ่องสอน,421122,2158651,2564,31/10/2021,11.6
TK-0105,นากอก,ภูฟ้า,บ่อเกลือ,น่าน,728778,2106209,2558,1/10/2021,0
TK-0105,นากอก,ภูฟ้า,บ่อเกลือ,น่าน,728778,2106209,2558,2/10/2021,0
TK-0105,นากอก,ภูฟ้า,บ่อเกลือ,น่าน,728778,2106209,2558,3/10/2021,0
TK-0105,นากอก,ภูฟ้า,บ่อเกลือ,น่าน,728778,2106209,2558,4/10/2021,0
TK-0105,นากอก,ภูฟ้า,บ่อเกลือ,น่าน,728778,2106209,2558,5/10/2021,0
TK-0105,นากอก,ภูฟ้า,บ่อเกลือ,น่าน,728778,2106209,2558,6/10/2021,0
TK-0105,นากอก,ภูฟ้า,บ่อเกลือ,น่าน,728778,2106209,2558,7/10/2021,0
TK-0105,นากอก,ภูฟ้า,บ่อเกลือ,น่าน,728778,2106209,2558,8/10/2021,0
TK-0105,นากอก,ภูฟ้า,บ่อเกลือ,น่าน,728778,2106209,2558,9/10/2021,0
TK-0105,นากอก,ภูฟ้า,บ่อเกลือ,น่าน,728778,2106209,2558,10/10/2021,0
TK-0105,นากอก,ภูฟ้า,บ่อเกลือ,น่าน,728778,2106209,2558,11/10/2021,0
TK-0105,นากอก,ภูฟ้า,บ่อเกลือ,น่าน,728778,2106209,2558,12/10/2021,0
TK-0105,นากอก,ภูฟ้า,บ่อเกลือ,น่าน,728778,2106209,2558,13/10/2021,0
TK-0105,นากอก,ภูฟ้า,บ่อเกลือ,น่าน,728778,2106209,2558,14/10/2021,0
TK-0105,นากอก,ภูฟ้า,บ่อเกลือ,น่าน,728778,2106209,2558,15/10/2021,0
TK-0105,นากอก,ภูฟ้า,บ่อเกลือ,น่าน,728778,2106209,2558,16/10/2021,0
TK-0105,นากอก,ภูฟ้า,บ่อเกลือ,น่าน,728778,2106209,2558,17/10/2021,0
TK-0105,นากอก,ภูฟ้า,บ่อเกลือ,น่าน,728778,2106209,2558,18/10/2021,0
TK-0105,นากอก,ภูฟ้า,บ่อเกลือ,น่าน,728778,2106209,2558,19/10/2021,0
TK-0105,นากอก,ภูฟ้า,บ่อเกลือ,น่าน,728778,2106209,2558,20/10/2021,0
TK-0105,นากอก,ภูฟ้า,บ่อเกลือ,น่าน,728778,2106209,2558,21/10/2021,0
TK-0105,นากอก,ภูฟ้า,บ่อเกลือ,น่าน,728778,2106209,2558,22/10/2021,0
TK-0105,นากอก,ภูฟ้า,บ่อเกลือ,น่าน,728778,2106209,2558,23/10/2021,0
TK-0105,นากอก,ภูฟ้า,บ่อเกลือ,น่าน,728778,2106209,2558,24/10/2021,0
TK-0105,นากอก,ภูฟ้า,บ่อเกลือ,น่าน,728778,2106209,2558,25/10/2021,0
TK-0105,นากอก,ภูฟ้า,บ่อเกลือ,น่าน,728778,2106209,2558,26/10/2021,0
TK-0105,นากอก,ภูฟ้า,บ่อเกลือ,น่าน,728778,2106209,2558,27/10/2021,0
TK-0105,นากอก,ภูฟ้า,บ่อเกลือ,น่าน,728778,2106209,2558,28/10/2021,0
TK-0105,นากอก,ภูฟ้า,บ่อเกลือ,น่าน,728778,2106209,2558,29/10/2021,0
TK-0105,นากอก,ภูฟ้า,บ่อเกลือ,น่าน,728778,2106209,2558,30/10/2021,0
TK-0105,นากอก,ภูฟ้า,บ่อเกลือ,น่าน,728778,2106209,2558,31/10/2021,0
JS-0105,ป่าคา,แจ้ซ้อน,เมืองปาน,ลำปาง,543237,2090596,2558,1/10/2021,15.2
JS-0105,ป่าคา,แจ้ซ้อน,เมืองปาน,ลำปาง,543237,2090596,2558,2/10/2021,45.4
JS-0105,ป่าคา,แจ้ซ้อน,เมืองปาน,ลำปาง,543237,2090596,2558,3/10/2021,15.4
JS-0105,ป่าคา,แจ้ซ้อน,เมืองปาน,ลำปาง,543237,2090596,2558,4/10/2021,0.4
JS-0105,ป่าคา,แจ้ซ้อน,เมืองปาน,ลำปาง,543237,2090596,2558,5/10/2021,0.2
JS-0105,ป่าคา,แจ้ซ้อน,เมืองปาน,ลำปาง,543237,2090596,2558,6/10/2021,0.4
JS-0105,ป่าคา,แจ้ซ้อน,เมืองปาน,ลำปาง,543237,2090596,2558,7/10/2021,0
JS-0105,ป่าคา,แจ้ซ้อน,เมืองปาน,ลำปาง,543237,2090596,2558,8/10/2021,0
JS-0105,ป่าคา,แจ้ซ้อน,เมืองปาน,ลำปาง,543237,2090596,2558,9/10/2021,0
JS-0105,ป่าคา,แจ้ซ้อน,เมืองปาน,ลำปาง,543237,2090596,2558,10/10/2021,22.2
JS-0105,ป่าคา,แจ้ซ้อน,เมืองปาน,ลำปาง,543237,2090596,2558,11/10/2021,9.8
JS-0105,ป่าคา,แจ้ซ้อน,เมืองปาน,ลำปาง,543237,2090596,2558,12/10/2021,7.2
JS-0105,ป่าคา,แจ้ซ้อน,เมืองปาน,ลำปาง,543237,2090596,2558,13/10/2021,0
JS-0105,ป่าคา,แจ้ซ้อน,เมืองปาน,ลำปาง,543237,2090596,2558,14/10/2021,0
JS-0105,ป่าคา,แจ้ซ้อน,เมืองปาน,ลำปาง,543237,2090596,2558,15/10/2021,16.6
JS-0105,ป่าคา,แจ้ซ้อน,เมืองปาน,ลำปาง,543237,2090596,2558,16/10/2021,28.6
JS-0105,ป่าคา,แจ้ซ้อน,เมืองปาน,ลำปาง,543237,2090596,2558,17/10/2021,2.8
JS-0105,ป่าคา,แจ้ซ้อน,เมืองปาน,ลำปาง,543237,2090596,2558,18/10/2021,1.2
JS-0105,ป่าคา,แจ้ซ้อน,เมืองปาน,ลำปาง,543237,2090596,2558,19/10/2021,3
JS-0105,ป่าคา,แจ้ซ้อน,เมืองปาน,ลำปาง,543237,2090596,2558,28/10/2021,0
JS-0105,ป่าคา,แจ้ซ้อน,เมืองปาน,ลำปาง,543237,2090596,2558,29/10/2021,0.6
JS-0105,ป่าคา,แจ้ซ้อน,เมืองปาน,ลำปาง,543237,2090596,2558,30/10/2021,4.6
JS-0105,ป่าคา,แจ้ซ้อน,เมืองปาน,ลำปาง,543237,2090596,2558,31/10/2021,9.8
MJ-0105,แม่แจ๋ม,แจ้ซ้อน,เมืองปาน,ลำปาง,544840,2091889,2558,1/10/2021,0.4
MJ-0105,แม่แจ๋ม,แจ้ซ้อน,เมืองปาน,ลำปาง,544840,2091889,2558,2/10/2021,38.2
MJ-0105,แม่แจ๋ม,แจ้ซ้อน,เมืองปาน,ลำปาง,544840,2091889,2558,3/10/2021,9.2
MJ-0105,แม่แจ๋ม,แจ้ซ้อน,เมืองปาน,ลำปาง,544840,2091889,2558,4/10/2021,3.6
MJ-0105,แม่แจ๋ม,แจ้ซ้อน,เมืองปาน,ลำปาง,544840,2091889,2558,5/10/2021,0
MJ-0105,แม่แจ๋ม,แจ้ซ้อน,เมืองปาน,ลำปาง,544840,2091889,2558,6/10/2021,0
MJ-0105,แม่แจ๋ม,แจ้ซ้อน,เมืองปาน,ลำปาง,544840,2091889,2558,7/10/2021,0
MJ-0105,แม่แจ๋ม,แจ้ซ้อน,เมืองปาน,ลำปาง,544840,2091889,2558,8/10/2021,0
MJ-0105,แม่แจ๋ม,แจ้ซ้อน,เมืองปาน,ลำปาง,544840,2091889,2558,9/10/2021,0
MJ-0105,แม่แจ๋ม,แจ้ซ้อน,เมืองปาน,ลำปาง,544840,2091889,2558,10/10/2021,10.4
MJ-0105,แม่แจ๋ม,แจ้ซ้อน,เมืองปาน,ลำปาง,544840,2091889,2558,11/10/2021,11.4
MJ-0105,แม่แจ๋ม,แจ้ซ้อน,เมืองปาน,ลำปาง,544840,2091889,2558,12/10/2021,3.4
MJ-0105,แม่แจ๋ม,แจ้ซ้อน,เมืองปาน,ลำปาง,544840,2091889,2558,13/10/2021,0
MJ-0105,แม่แจ๋ม,แจ้ซ้อน,เมืองปาน,ลำปาง,544840,2091889,2558,14/10/2021,0
MJ-0105,แม่แจ๋ม,แจ้ซ้อน,เมืองปาน,ลำปาง,544840,2091889,2558,15/10/2021,2.6
MJ-0105,แม่แจ๋ม,แจ้ซ้อน,เมืองปาน,ลำปาง,544840,2091889,2558,16/10/2021,0.2
MJ-0105,แม่แจ๋ม,แจ้ซ้อน,เมืองปาน,ลำปาง,544840,2091889,2558,17/10/2021,4
MJ-0105,แม่แจ๋ม,แจ้ซ้อน,เมืองปาน,ลำปาง,544840,2091889,2558,18/10/2021,0.6
MJ-0105,แม่แจ๋ม,แจ้ซ้อน,เมืองปาน,ลำปาง,544840,2091889,2558,19/10/2021,3
MJ-0105,แม่แจ๋ม,แจ้ซ้อน,เมืองปาน,ลำปาง,544840,2091889,2558,20/10/2021,0.4
MJ-0105,แม่แจ๋ม,แจ้ซ้อน,เมืองปาน,ลำปาง,544840,2091889,2558,21/10/2021,0
MJ-0105,แม่แจ๋ม,แจ้ซ้อน,เมืองปาน,ลำปาง,544840,2091889,2558,22/10/2021,0
MJ-0105,แม่แจ๋ม,แจ้ซ้อน,เมืองปาน,ลำปาง,544840,2091889,2558,23/10/2021,4.2
MJ-0105,แม่แจ๋ม,แจ้ซ้อน,เมืองปาน,ลำปาง,544840,2091889,2558,24/10/2021,1.6
MJ-0105,แม่แจ๋ม,แจ้ซ้อน,เมืองปาน,ลำปาง,544840,2091889,2558,26/10/2021,0
MJ-0105,แม่แจ๋ม,แจ้ซ้อน,เมืองปาน,ลำปาง,544840,2091889,2558,27/10/2021,0
MJ-0105,แม่แจ๋ม,แจ้ซ้อน,เมืองปาน,ลำปาง,544840,2091889,2558,28/10/2021,0
MJ-0105,แม่แจ๋ม,แจ้ซ้อน,เมืองปาน,ลำปาง,544840,2091889,2558,29/10/2021,0
MJ-0105,แม่แจ๋ม,แจ้ซ้อน,เมืองปาน,ลำปาง,544840,2091889,2558,30/10/2021,11
MJ-0105,แม่แจ๋ม,แจ้ซ้อน,เมืองปาน,ลำปาง,544840,2091889,2558,31/10/2021,8.8
MSO-0205,สันติคีรี,แม่สลองนอก,แม่ฟ้าหลวง,เชียงราย,565364,2230150,2558,1/10/2021,29
MSO-0205,สันติคีรี,แม่สลองนอก,แม่ฟ้าหลวง,เชียงราย,565364,2230150,2558,2/10/2021,32.6
MSO-0205,สันติคีรี,แม่สลองนอก,แม่ฟ้าหลวง,เชียงราย,565364,2230150,2558,3/10/2021,0.2
MSO-0205,สันติคีรี,แม่สลองนอก,แม่ฟ้าหลวง,เชียงราย,565364,2230150,2558,4/10/2021,6.2
MSO-0205,สันติคีรี,แม่สลองนอก,แม่ฟ้าหลวง,เชียงราย,565364,2230150,2558,5/10/2021,0
MSO-0205,สันติคีรี,แม่สลองนอก,แม่ฟ้าหลวง,เชียงราย,565364,2230150,2558,6/10/2021,0
MSO-0205,สันติคีรี,แม่สลองนอก,แม่ฟ้าหลวง,เชียงราย,565364,2230150,2558,7/10/2021,0
MSO-0205,สันติคีรี,แม่สลองนอก,แม่ฟ้าหลวง,เชียงราย,565364,2230150,2558,8/10/2021,0
MSO-0205,สันติคีรี,แม่สลองนอก,แม่ฟ้าหลวง,เชียงราย,565364,2230150,2558,9/10/2021,0
MSO-0205,สันติคีรี,แม่สลองนอก,แม่ฟ้าหลวง,เชียงราย,565364,2230150,2558,10/10/2021,12.2
MSO-0205,สันติคีรี,แม่สลองนอก,แม่ฟ้าหลวง,เชียงราย,565364,2230150,2558,11/10/2021,1.2
MSO-0205,สันติคีรี,แม่สลองนอก,แม่ฟ้าหลวง,เชียงราย,565364,2230150,2558,12/10/2021,0
MSO-0205,สันติคีรี,แม่สลองนอก,แม่ฟ้าหลวง,เชียงราย,565364,2230150,2558,13/10/2021,0.2
MSO-0205,สันติคีรี,แม่สลองนอก,แม่ฟ้าหลวง,เชียงราย,565364,2230150,2558,14/10/2021,0.4
MSO-0205,สันติคีรี,แม่สลองนอก,แม่ฟ้าหลวง,เชียงราย,565364,2230150,2558,16/10/2021,2.6
MSO-0205,สันติคีรี,แม่สลองนอก,แม่ฟ้าหลวง,เชียงราย,565364,2230150,2558,17/10/2021,0.2
MSO-0205,สันติคีรี,แม่สลองนอก,แม่ฟ้าหลวง,เชียงราย,565364,2230150,2558,18/10/2021,0
MSO-0205,สันติคีรี,แม่สลองนอก,แม่ฟ้าหลวง,เชียงราย,565364,2230150,2558,19/10/2021,0
MSO-0205,สันติคีรี,แม่สลองนอก,แม่ฟ้าหลวง,เชียงราย,565364,2230150,2558,20/10/2021,0
MSO-0205,สันติคีรี,แม่สลองนอก,แม่ฟ้าหลวง,เชียงราย,565364,2230150,2558,21/10/2021,8.4
MSO-0205,สันติคีรี,แม่สลองนอก,แม่ฟ้าหลวง,เชียงราย,565364,2230150,2558,22/10/2021,5.4
MSO-0205,สันติคีรี,แม่สลองนอก,แม่ฟ้าหลวง,เชียงราย,565364,2230150,2558,23/10/2021,0
MSO-0205,สันติคีรี,แม่สลองนอก,แม่ฟ้าหลวง,เชียงราย,565364,2230150,2558,24/10/2021,0.2
MSO-0205,สันติคีรี,แม่สลองนอก,แม่ฟ้าหลวง,เชียงราย,565364,2230150,2558,25/10/2021,0
MSO-0205,สันติคีรี,แม่สลองนอก,แม่ฟ้าหลวง,เชียงราย,565364,2230150,2558,26/10/2021,0
MSO-0205,สันติคีรี,แม่สลองนอก,แม่ฟ้าหลวง,เชียงราย,565364,2230150,2558,27/10/2021,0
MSO-0205,สันติคีรี,แม่สลองนอก,แม่ฟ้าหลวง,เชียงราย,565364,2230150,2558,28/10/2021,0
MSO-0205,สันติคีรี,แม่สลองนอก,แม่ฟ้าหลวง,เชียงราย,565364,2230150,2558,30/10/2021,39.2
MSO-0205,สันติคีรี,แม่สลองนอก,แม่ฟ้าหลวง,เชียงราย,565364,2230150,2558,31/10/2021,2.2
MFL-0105,ห้วยไร่สามัคคี,แม่ฟ้าหลวง,แม่ฟ้าหลวง,เชียงราย,586063,2242302,2558,1/10/2021,4.6
MFL-0105,ห้วยไร่สามัคคี,แม่ฟ้าหลวง,แม่ฟ้าหลวง,เชียงราย,586063,2242302,2558,2/10/2021,0
MFL-0105,ห้วยไร่สามัคคี,แม่ฟ้าหลวง,แม่ฟ้าหลวง,เชียงราย,586063,2242302,2558,3/10/2021,9
MFL-0105,ห้วยไร่สามัคคี,แม่ฟ้าหลวง,แม่ฟ้าหลวง,เชียงราย,586063,2242302,2558,4/10/2021,0
MFL-0105,ห้วยไร่สามัคคี,แม่ฟ้าหลวง,แม่ฟ้าหลวง,เชียงราย,586063,2242302,2558,5/10/2021,0
MFL-0105,ห้วยไร่สามัคคี,แม่ฟ้าหลวง,แม่ฟ้าหลวง,เชียงราย,586063,2242302,2558,6/10/2021,0
MFL-0105,ห้วยไร่สามัคคี,แม่ฟ้าหลวง,แม่ฟ้าหลวง,เชียงราย,586063,2242302,2558,7/10/2021,0
MFL-0105,ห้วยไร่สามัคคี,แม่ฟ้าหลวง,แม่ฟ้าหลวง,เชียงราย,586063,2242302,2558,8/10/2021,0
MFL-0105,ห้วยไร่สามัคคี,แม่ฟ้าหลวง,แม่ฟ้าหลวง,เชียงราย,586063,2242302,2558,9/10/2021,0
MFL-0105,ห้วยไร่สามัคคี,แม่ฟ้าหลวง,แม่ฟ้าหลวง,เชียงราย,586063,2242302,2558,10/10/2021,35
MFL-0105,ห้วยไร่สามัคคี,แม่ฟ้าหลวง,แม่ฟ้าหลวง,เชียงราย,586063,2242302,2558,11/10/2021,0
MFL-0105,ห้วยไร่สามัคคี,แม่ฟ้าหลวง,แม่ฟ้าหลวง,เชียงราย,586063,2242302,2558,12/10/2021,12.2
MFL-0105,ห้วยไร่สามัคคี,แม่ฟ้าหลวง,แม่ฟ้าหลวง,เชียงราย,586063,2242302,2558,13/10/2021,0
MFL-0105,ห้วยไร่สามัคคี,แม่ฟ้าหลวง,แม่ฟ้าหลวง,เชียงราย,586063,2242302,2558,14/10/2021,0.6
MFL-0105,ห้วยไร่สามัคคี,แม่ฟ้าหลวง,แม่ฟ้าหลวง,เชียงราย,586063,2242302,2558,15/10/2021,8
MFL-0105,ห้วยไร่สามัคคี,แม่ฟ้าหลวง,แม่ฟ้าหลวง,เชียงราย,586063,2242302,2558,16/10/2021,0.6
MFL-0105,ห้วยไร่สามัคคี,แม่ฟ้าหลวง,แม่ฟ้าหลวง,เชียงราย,586063,2242302,2558,17/10/2021,0
MFL-0105,ห้วยไร่สามัคคี,แม่ฟ้าหลวง,แม่ฟ้าหลวง,เชียงราย,586063,2242302,2558,18/10/2021,0
MFL-0105,ห้วยไร่สามัคคี,แม่ฟ้าหลวง,แม่ฟ้าหลวง,เชียงราย,586063,2242302,2558,19/10/2021,0
MFL-0105,ห้วยไร่สามัคคี,แม่ฟ้าหลวง,แม่ฟ้าหลวง,เชียงราย,586063,2242302,2558,20/10/2021,3.6
MFL-0105,ห้วยไร่สามัคคี,แม่ฟ้าหลวง,แม่ฟ้าหลวง,เชียงราย,586063,2242302,2558,21/10/2021,13.4
MFL-0105,ห้วยไร่สามัคคี,แม่ฟ้าหลวง,แม่ฟ้าหลวง,เชียงราย,586063,2242302,2558,22/10/2021,13.4
MFL-0105,ห้วยไร่สามัคคี,แม่ฟ้าหลวง,แม่ฟ้าหลวง,เชียงราย,586063,2242302,2558,23/10/2021,43.8
MFL-0105,ห้วยไร่สามัคคี,แม่ฟ้าหลวง,แม่ฟ้าหลวง,เชียงราย,586063,2242302,2558,24/10/2021,0.6
MFL-0105,ห้วยไร่สามัคคี,แม่ฟ้าหลวง,แม่ฟ้าหลวง,เชียงราย,586063,2242302,2558,25/10/2021,0
MFL-0105,ห้วยไร่สามัคคี,แม่ฟ้าหลวง,แม่ฟ้าหลวง,เชียงราย,586063,2242302,2558,26/10/2021,0
MFL-0105,ห้วยไร่สามัคคี,แม่ฟ้าหลวง,แม่ฟ้าหลวง,เชียงราย,586063,2242302,2558,27/10/2021,0
MFL-0105,ห้วยไร่สามัคคี,แม่ฟ้าหลวง,แม่ฟ้าหลวง,เชียงราย,586063,2242302,2558,28/10/2021,0
MFL-0105,ห้วยไร่สามัคคี,แม่ฟ้าหลวง,แม่ฟ้าหลวง,เชียงราย,586063,2242302,2558,29/10/2021,0
MFL-0105,ห้วยไร่สามัคคี,แม่ฟ้าหลวง,แม่ฟ้าหลวง,เชียงราย,586063,2242302,2558,30/10/2021,28
MFL-0105,ห้วยไร่สามัคคี,แม่ฟ้าหลวง,แม่ฟ้าหลวง,เชียงราย,586063,2242302,2558,31/10/2021,0.8
UTD-0205,ผามูบ,แม่พูล,ลับแล,อุตรดิตถ์,607333,1959435,2556,1/10/2021,21.6
UTD-0205,ผามูบ,แม่พูล,ลับแล,อุตรดิตถ์,607333,1959435,2556,2/10/2021,0.2
UTD-0205,ผามูบ,แม่พูล,ลับแล,อุตรดิตถ์,607333,1959435,2556,3/10/2021,0
UTD-0205,ผามูบ,แม่พูล,ลับแล,อุตรดิตถ์,607333,1959435,2556,4/10/2021,0
UTD-0205,ผามูบ,แม่พูล,ลับแล,อุตรดิตถ์,607333,1959435,2556,5/10/2021,0
UTD-0205,ผามูบ,แม่พูล,ลับแล,อุตรดิตถ์,607333,1959435,2556,6/10/2021,1.4
UTD-0205,ผามูบ,แม่พูล,ลับแล,อุตรดิตถ์,607333,1959435,2556,7/10/2021,0
UTD-0205,ผามูบ,แม่พูล,ลับแล,อุตรดิตถ์,607333,1959435,2556,8/10/2021,3.2
UTD-0205,ผามูบ,แม่พูล,ลับแล,อุตรดิตถ์,607333,1959435,2556,9/10/2021,0.2
UTD-0205,ผามูบ,แม่พูล,ลับแล,อุตรดิตถ์,607333,1959435,2556,10/10/2021,2.2
